,fund_code,fund_name,fund_type,fund_size_in_M,spk_risk_level,1M_return,3M_return,6M_return,YTD_return,1Y_return,3Y_return,5Y_return,real_1y_return,sharpe,max_loss,annual_fee,charter_annual_fee,annual_net_return,annual_max_total_expense_ratio
330,RBK,ALBARAKA PORTFÖY KATILIM FONU,Katılım Şemsiye Fonu,60.74,4,2.8356,7.8555,18.4988,21.3628,35.809,167.448,455.2909,1.71,9.2499,0.3295,1.5,1.5,35.48,3.65
331,YSU,YAPI KREDİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,252.42,4,2.4403,14.8574,12.9589,18.1416,35.7092,242.902,533.3432,1.64,3.1531,9.257,1.4965,1.5,35.23,3.65
332,PSL,AZİMUT PORTFÖY 8.0 SERBEST FON,Serbest Şemsiye Fonu,545.64,5,3.3599,8.7116,15.6852,19.8497,35.666,204.657,,1.61,10.7791,1.5458,3.2,0.0,34.15,
333,GZE,GARANTİ PORTFÖY EMTİA SERBEST FON,Serbest Şemsiye Fonu,166.51,6,-0.5193,6.2882,13.2653,23.3582,35.5075,110.3068,,1.49,2.6054,9.3036,3.0,3.0,35.08,0.0
334,KKH,İŞ PORTFÖY DENGELİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,405.7,4,3.4804,13.7071,15.5214,18.8923,35.1583,245.4897,,1.23,3.3732,7.2589,2.5,0.0,34.42,4.38
335,ZMT,AZİMUT PORTFÖY 22.0 SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,1230.0,5,1.0657,8.5803,28.3171,30.3522,35.1032,,,1.19,3.6708,4.5074,1.05,0.0,35.41,
336,GZV,GARANTİ PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,86.2,6,2.0423,14.9183,19.3892,22.2274,35.0971,185.778,,1.18,2.2635,10.5805,2.9,2.9,33.77,4.38
337,MAD,MEKSA PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,22.35,6,3.4243,11.8933,25.0125,30.0497,35.0582,408.4312,728.1603,1.15,2.5579,8.2524,2.0,2.0,34.45,3.65
338,IRF,İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,180.63,3,3.5068,11.5813,22.0666,21.5669,34.9533,342.8333,,1.07,4.4566,4.2179,2.0,2.0,34.61,4.38
339,OBI,OYAK PORTFÖY İKİNCİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,573.33,3,2.1712,15.2688,12.5066,20.5128,34.9422,,,1.07,3.2438,8.937,1.0,0.0,34.8,3.65
340,ZJL,ZİRAAT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,380.13,6,3.9519,16.3149,23.5289,17.9459,34.9141,498.4087,,1.04,1.387,15.6466,2.75,2.75,32.32,3.65
341,ODV,AK PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,1770.0,5,3.9868,16.0776,17.0004,20.8855,34.8577,255.7637,713.2116,1.0,2.3514,9.2504,1.95,1.95,34.24,4.38
342,IDF,İŞ PORTFÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,11580.0,6,2.9239,8.1438,17.8514,22.0399,34.7919,188.262,679.3616,0.95,8.461,0.6771,1.0,0.0,34.29,
343,TGE,İŞ PORTFÖY EMTİA YABANCI BYF FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,956.59,6,-0.4439,10.3407,13.9531,20.3967,34.7896,108.2533,697.7276,0.95,2.0479,12.0557,2.5,0.0,33.8,4.38
344,IJA,INVEO PORTFÖY ATAK DEĞİŞKEN FON,Değişken Şemsiye Fonu,265.61,5,2.1243,18.7605,19.0728,21.8247,34.7807,447.6168,,0.94,2.5651,8.6703,2.0,2.0,35.18,3.65
345,OVD,QNB PORTFÖY EMTİA FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,113.43,6,-0.0218,4.6893,12.7257,20.6959,34.769,111.8479,,0.94,2.6156,7.4289,2.5,2.5,34.51,4.38
346,BIS,BV PORTFÖY BİRİNCİ SERBEST FON,Serbest Şemsiye Fonu,1500.0,6,2.4168,6.4047,18.7031,22.4674,34.6902,,,0.88,5.1213,1.7201,3.15,0.0,35.38,
347,DYN,DENİZ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,47.7,6,5.4889,21.5124,17.1372,16.9539,34.6487,207.0397,,0.85,1.6922,14.4298,2.0,2.0,33.98,3.65
348,OBP,OYAK PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,22.28,4,2.7573,17.4585,16.9579,21.8745,34.597,297.3699,455.7589,0.81,3.0759,7.8792,1.7,0.0,34.13,3.65
349,IRO,İSTANBUL PORTFÖY ROBOTİK TEKNOLOJİLERİ SERBEST FON,Serbest Şemsiye Fonu,26.9,6,3.0986,18.585,14.7913,17.9309,34.5432,,,0.77,1.7261,15.7661,3.150315,3.150315,32.18,
350,APT,AK PORTFÖY ORTA VADELI BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,544.2,3,2.3257,13.6085,13.1843,19.693,34.4513,86.9875,145.103,0.7,4.3703,7.4734,2.0,0.0,34.31,3.65
351,IPG,İŞ PORTFÖY ATAK FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,444.65,5,4.4204,17.0928,19.0641,21.4275,34.395,239.1916,404.6228,0.66,2.5322,7.9177,2.5,0.0,33.01,4.38
352,MPP,MEKSA PORTFÖY PRİME SERBEST FON,Serbest Şemsiye Fonu,376.75,7,1.4339,5.6505,13.6361,15.0889,34.051,160.7883,430.2777,0.4,3.1993,4.2068,3.0,3.0,36.78,0.0
353,MPN,AKTİF PORTFÖY İKİNCİ AKTİF SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,468.3,6,3.7747,10.834,18.2082,22.3323,34.0465,206.5725,583.7931,0.39,6.4355,3.0021,1.57,1.57,33.77,0.0
354,GVI,GARANTİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,1490.0,5,3.4126,17.1336,17.6326,21.6192,33.8396,313.1244,,0.24,2.2229,8.6196,1.9,1.9,33.5,4.38
355,VCY,AK PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,87.06,6,5.1658,16.3334,15.0812,16.3373,33.7787,95.035,,0.19,1.571,15.072,2.9,2.9,34.02,3.65
356,FUB,QNB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,838.11,6,3.5877,11.4468,18.8995,23.5241,33.7717,202.3231,683.1511,0.19,5.4361,2.3511,2.25,2.25,33.65,3.65
357,NBH,NEO PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,Serbest Şemsiye Fonu,6.12,4,2.5413,12.1978,18.0043,15.6981,33.7695,266.7198,,0.19,3.1537,6.1321,2.5,2.5,32.18,0.0
358,IEV,İŞ PORTFÖY TAŞIMACILIK DEĞİŞKEN FON,Değişken Şemsiye Fonu,58.59,6,-0.226,12.9232,10.9563,16.8418,33.7444,228.6108,,0.17,1.6481,12.7988,2.5,0.0,32.13,3.65
359,FJZ,FİBA PORTFÖY FIRTINA SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,1180.0,6,3.8486,9.6463,18.7735,22.1292,33.5913,224.4721,,0.05,6.7378,1.7776,0.75,0.75,33.17,0.0
360,DBH,DENİZ PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,1210.0,6,3.8524,9.5833,17.0359,21.9697,33.5885,246.6462,831.0137,0.05,5.3437,2.8968,1.75,1.75,33.4,3.65
361,TPZ,TEB PORTFÖY KİRA SERTİFİKALARI (DÖVİZ) KATILIM FONU,Katılım Şemsiye Fonu,140.96,6,3.1952,8.5716,18.2057,20.9288,33.5499,200.1215,664.2158,0.02,7.8897,0.6599,1.05,1.05,33.18,3.65
362,PFO,PHİLLİP PORTFÖY FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,64.39,5,3.278,23.4925,14.5038,20.8528,33.4926,,,-0.02,1.8392,15.254,2.6,2.6,33.33,
363,GBZ,AZİMUT PORTFÖY EMTİA FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,119.68,6,-0.0084,5.1588,13.3113,21.2889,33.4282,,,-0.07,2.2048,8.9722,2.75,0.0,32.83,4.38
364,ZCK,ZİRAAT PORTFÖY ÇOKLU VARLIK İKİNCİ KATILIM FONU,Katılım Şemsiye Fonu,55.78,6,7.4527,14.5189,17.1249,13.3148,33.3942,,,-0.09,1.5028,11.6232,2.75,2.75,31.28,
365,OUD,OSMANLI PORTFÖY ATLANTİK SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,127.58,6,4.1012,9.4217,18.5029,21.5415,33.3503,216.5382,,-0.13,6.4616,2.4575,0.8,0.8,33.07,0.0
366,YOT,YAPI KREDİ PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,4000.0,3,2.0995,12.9345,11.5231,17.6869,33.3437,150.9802,280.0249,-0.13,4.0901,7.0067,3.0,3.0,33.15,3.65
367,GRL,QNB PORTFÖY AGRESİF SERBEST FON,Serbest Şemsiye Fonu,349.78,4,0.9033,9.7237,17.8748,25.442,33.2513,,,-0.2,3.8594,4.7296,2.5,2.5,32.0,
368,YVG,YAPI KREDİ PORTFÖY SARIYER SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,4980.0,6,0.8709,8.8394,28.6659,30.3532,33.2508,194.6935,,-0.2,3.3573,5.3092,1.0,1.0,33.82,
369,HYP,AZİMUT PORTFÖY İVME SERBEST FON,Serbest Şemsiye Fonu,138.83,6,-0.124,15.7249,11.1007,14.4153,33.1613,213.8433,,-0.27,1.8892,17.1501,3.2,0.0,34.61,
370,IAE,İSTANBUL PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Şemsiye Fonu,180.45,5,5.979,14.2048,22.733,27.7111,33.1468,,,-0.28,1.8666,11.35,3.150315,3.150315,32.98,
371,YBE,YAPI KREDİ PORTFÖY EUROBOND (DOLAR) BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,5830.0,5,3.6943,12.3946,17.4327,22.2427,33.1291,212.9543,670.7751,-0.29,4.978,4.3074,3.0,3.0,32.87,3.65
372,GPA,GARANTİ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU,Borçlanma Araçları Şemsiye Fonu,809.78,6,3.656,11.6336,18.5541,22.5409,33.0542,197.9116,668.4549,-0.35,5.4852,2.8901,2.9,2.9,32.76,3.65
373,YTY,YAPI KREDİ PORTFÖY TARABYA SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,59550.0,6,0.9126,8.5366,28.3238,30.2098,32.9621,,,-0.42,3.3515,5.2462,0.5,0.5,33.49,
374,NVZ,NEO PORTFÖY ORSA SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,548.05,5,1.1559,8.8111,27.2402,29.4756,32.9539,,,-0.42,3.6201,4.7997,1.25,1.25,33.44,
375,RBI,RE-PIE PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,258.72,6,2.8172,7.282,16.2293,19.2574,32.9189,,,-0.45,5.9992,1.4786,1.25,1.25,32.43,
376,FPE,FİBA PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU,Borçlanma Araçları Şemsiye Fonu,327.64,6,3.6668,10.3925,18.2068,21.9192,32.9061,218.6972,730.3569,-0.46,5.8993,2.6455,1.095,1.095,32.56,3.65
377,IJC,İŞ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,1020.0,7,7.3979,34.2582,11.5524,14.0162,32.6315,294.715,,-0.67,1.1394,29.7464,2.5,0.0,30.88,3.65
378,ONK,AK PORTFÖY ONİKİNCİ SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,61180.0,6,0.8869,8.5298,28.2514,30.1092,32.6301,,,-0.67,3.3209,5.3312,0.75,0.0,33.2,
379,RBF,ROTA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,19.97,3,2.6805,12.9787,12.3346,18.4443,32.5099,,,-0.76,4.2592,6.7796,1.0,0.0,32.75,
380,DOV,DENİZ PORTFÖY ONÜÇÜNCÜ SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,65990.0,6,0.8847,8.4595,28.1364,29.9967,32.5018,,,-0.76,3.3138,5.3104,0.5,0.5,33.07,
381,ZPF,ZİRAAT PORTFÖY KATILIM FONU (DÖVİZ),Katılım Şemsiye Fonu,1020.0,6,3.2062,8.357,17.9957,20.4706,32.3755,182.0711,570.2268,-0.86,8.2174,0.3933,1.00375,1.00375,32.03,3.65
382,SHE,TEB PORTFÖY ÖNCE KADIN DEĞİŞKEN FON,Değişken Şemsiye Fonu,57.66,5,4.0315,14.2273,13.7151,14.7056,32.3734,,,-0.86,2.4408,6.9801,2.75,2.75,31.22,3.65
383,KIB,TRIVE PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,12.52,6,8.9076,16.8507,16.7244,23.0105,32.2681,,,-0.94,1.6944,12.0025,2.5,2.5,32.26,3.65
384,ZPC,ZİRAAT PORTFÖY FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,2680.0,4,3.0428,16.1288,23.0388,21.5993,32.2202,274.2139,679.7678,-0.97,1.9901,7.74,2.0,2.0,30.79,4.38
385,NNF,HEDEF PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,3960.0,6,9.015,27.0796,25.597,27.6285,32.2106,524.9397,2038.1823,-0.98,1.1444,17.4057,2.7,2.7,30.71,3.65
386,KHC,PARDUS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,64.58,6,11.5278,16.8091,22.1191,19.1938,32.1355,,,-1.04,1.2793,14.2845,1.5,0.0,29.17,
387,CPT,ROTA PORTFÖY ÇİP TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,61.69,6,-0.3524,21.9034,14.9828,20.213,32.1329,,,-1.04,1.2429,19.9373,2.5,0.0,32.61,
388,TPJ,TEB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,1970.0,6,3.3248,9.2389,17.4415,20.506,32.1103,189.4267,680.8923,-1.06,7.9967,1.2215,1.0,1.0,31.71,
389,HST,HSBC PORTFÖY  BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,796.94,3,2.3431,13.2592,12.5142,18.9919,32.1061,122.0146,209.1719,-1.06,4.1153,6.8071,2.19,2.19,32.34,3.65
390,BST,PARDUS PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,111.88,6,2.4998,11.5728,11.5012,14.3496,32.0289,,,-1.12,2.517,10.9498,1.0,0.0,31.77,0.0
391,OLA,OSMANLI PORTFÖY İKİNCİ SERBEST (DÖVİZ- AVRO) FON,Serbest Şemsiye Fonu,35.89,6,0.6704,8.1112,26.984,28.7074,31.9809,191.9094,,-1.15,3.3029,5.3086,0.7,0.7,32.55,0.0
392,FSR,FİBA PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,5490.0,6,0.8474,8.342,28.0096,29.8019,31.9319,,,-1.19,3.2619,5.4204,0.993,0.993,32.5,
393,ACD,İSTANBUL PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,275.54,5,3.92,14.7577,16.5261,16.7437,31.9147,442.1346,1416.866,-1.2,2.0836,8.9492,2.1,0.0,31.57,3.65
394,GPC,GARANTİ PORTFÖY İKİNCİ SERBEST ( DÖVİZ ) FON,Serbest Şemsiye Fonu,5860.0,6,3.6365,10.3958,18.2101,22.0844,31.8936,202.4718,681.8649,-1.22,5.3252,2.8985,1.0,1.0,31.51,0.0
395,EUZ,GARANTİ PORTFÖY SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,90260.0,6,0.8767,8.4592,28.1065,29.87,31.7704,189.5771,,-1.31,3.2493,5.4977,0.6,0.6,32.34,0.0
396,YUN,YAPI KREDİ PORTFÖY İSTİNYE SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,2190.0,6,3.553,9.0421,17.4874,20.146,31.7316,,,-1.34,6.6731,1.991,1.5,1.5,31.34,
397,MJL,AKTİF PORTFÖY AKTİF SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,793.17,6,0.8491,8.3449,27.9312,29.6932,31.7273,176.0818,,-1.34,2.6091,5.5848,0.53,0.53,32.3,0.0
398,IDO,İŞ PORTFÖY ONDOKUZUNCU SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,39720.0,4,0.876,8.428,28.0083,29.7361,31.6328,,,-1.41,3.2413,5.448,0.6,0.0,32.2,
399,NVC,NEO PORTFÖY VENTO SERBEST FON,Serbest Şemsiye Fonu,13.03,6,3.1068,11.3935,13.249,15.8883,31.5595,,,-1.47,2.0771,9.888,2.5,2.5,29.65,0.0
400,FKE,QNB PORTFÖY KRİSTAL SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,39160.0,6,0.8347,8.3135,27.9252,29.6953,31.5517,,,-1.47,3.2275,5.4402,0.65,0.65,32.12,0.0
401,YPL,YAPI KREDİ PORTFÖY BALAT SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,10420.0,5,3.8913,10.5059,18.2697,21.3854,31.5116,179.8672,638.2606,-1.5,6.9655,2.0977,1.4,1.4,31.18,
402,EBD,GLOBAL MD PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,23.97,5,2.2596,9.6569,15.2988,16.8187,31.4425,303.5717,674.3722,-1.56,3.0942,5.4338,1.94,1.94,31.86,3.65
403,RPS,ROTA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,203.03,6,3.7843,9.0749,17.7323,20.1947,31.4269,192.4008,,-1.57,6.8633,1.1328,0.9,0.0,31.06,
404,ACU,İSTANBUL PORTFÖY URARTU SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,1270.0,6,2.865,6.9394,16.3704,19.0895,31.4109,156.773,487.7044,-1.58,6.8536,0.2943,1.095,0.0,31.42,
405,GOH,GARANTİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,721.07,6,7.9435,19.3465,23.228,18.828,31.3116,511.0032,,-1.65,1.3396,14.7601,3.2,3.2,31.79,3.65
406,TGA,GARANTİ PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Şemsiye Fonu,875.89,5,5.6419,13.7586,14.7564,17.6051,31.2684,396.2419,1058.739,-1.69,1.9236,9.4683,2.7,2.7,30.87,3.65
407,IAM,İŞ PORTFÖY AGRESİF FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,46.11,5,3.9829,14.8253,16.1406,20.3401,31.2377,,,-1.71,2.6996,4.3762,2.5,0.0,31.14,
408,YHB,YAPI KREDİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,335.87,6,10.8236,17.8987,22.3004,13.3773,31.1742,,,-1.76,1.1869,16.6319,3.0,3.0,29.7,
409,KTT,KUVEYT TÜRK PORTFÖY DÖRDÜNCÜ KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,4250.0,3,3.3156,8.3,17.8564,20.5256,31.0522,177.7314,597.1921,-1.85,6.633,0.6332,0.6,0.6,30.76,3.65
410,YAC,YAPI KREDİ PORTFÖY İKİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,5230.0,4,3.769,16.2626,17.1622,18.5111,31.0295,212.1974,553.5669,-1.87,2.2636,8.2311,3.0,3.0,30.59,4.38
411,KRS,KARE PORTFÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,2130.0,6,1.9041,10.9642,10.3866,14.5485,30.9097,179.9764,575.9575,-1.95,2.3362,8.6106,2.55,2.55,29.62,0.0
412,PPE,PHİLLİP PORTFÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,712.16,6,3.5588,10.7713,18.1431,21.6623,30.8925,,,-1.97,4.1331,3.6665,1.5,1.5,30.78,
413,KHA,PARDUS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,59.49,6,7.073,20.1622,20.6528,19.3803,30.8729,,,-1.98,1.2723,15.7059,1.5,0.0,29.56,
414,DFD,DENİZ PORTFÖY EMTİA SERBEST FON,Serbest Şemsiye Fonu,42.69,6,0.1287,9.801,14.9901,22.8556,30.7132,81.0039,,-2.1,2.6163,7.347,2.5,2.5,30.59,
415,TPL,TEB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,700.9,6,3.2078,9.1759,16.6127,19.5648,30.7018,181.8697,626.1204,-2.11,7.6901,1.2018,2.9,2.9,30.27,3.65
416,OKD,OYAK PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,55.17,6,3.0308,18.61,18.1857,21.5984,30.6828,396.8936,1036.8066,-2.12,1.6412,10.372,1.7,0.0,29.78,3.65
417,YZK,YAPI KREDİ PORTFÖY KALAMIŞ SERBEST FON,Serbest Şemsiye Fonu,200.42,5,2.8012,9.377,16.8644,20.5842,30.6208,185.6984,,-2.17,6.7069,1.3644,3.0,3.0,30.96,
418,HVU,ALLBATROSS PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,45.19,4,2.5698,12.6881,17.8975,21.8266,30.5979,,,-2.19,2.521,6.9859,2.1,0.0,30.47,3.65
419,IPV,İŞ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU,Borçlanma Araçları Şemsiye Fonu,2250.0,6,3.3506,8.7297,15.1657,18.7432,30.5722,192.607,692.0508,-2.21,7.3498,1.6143,2.0,0.0,30.2,3.65
420,DEF,ALLBATROSS PORTFÖY DEFNE SERBEST FON,Serbest Şemsiye Fonu,119.75,5,4.2705,15.2556,16.2489,20.46,30.4298,,,-2.31,2.1931,8.348,2.25,0.0,29.99,
421,ODS,OYAK PORTFÖY İKİNCİ SERBEST(DÖVİZ) FON,Serbest Şemsiye Fonu,165.95,6,3.2701,8.0295,15.8736,18.7767,30.4102,210.3168,675.2399,-2.33,5.2772,1.9505,0.803,0.0,30.13,3.65
422,KRT,KARE PORTFÖY TÜRKİYE ODAKLI SERBEST (DÖVİZ ) FON,Serbest Şemsiye Fonu,1030.0,6,3.2357,8.4757,17.7915,20.3679,30.4013,191.2147,670.021,-2.34,6.4931,1.0561,1.095,1.095,30.17,0.0
423,ANZ,ATA PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,137.33,6,3.2943,8.6026,17.2131,20.0489,30.3442,190.5701,660.5191,-2.38,5.9794,1.9968,0.75,0.75,29.97,
424,KAV,KUVEYT TÜRK PORTFÖY ALTINCI KATILIM SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,18080.0,6,0.7744,8.086,27.2294,28.8168,30.3086,164.8281,,-2.41,3.1251,5.562,0.3,0.3,30.87,
425,AGC,AK PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,104.95,6,2.8449,7.8136,16.7336,20.0877,30.2515,154.6237,470.983,-2.45,9.5673,0.6782,1.5,1.5,30.06,3.65
426,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,2150.0,6,8.088,21.1998,30.5467,28.7137,30.2308,617.3434,,-2.46,1.1868,15.3419,2.7,2.7,27.82,3.65
427,ZP9,ZİRAAT PORTFÖY AKİK KATILIM SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,1510.0,4,0.8182,7.8278,26.292,27.8913,30.1745,,,-2.51,3.3131,5.2572,1.0,1.0,30.73,0.0
428,AKE,AK PORTFÖY EUROBOND (AMERİKAN DOLARI) BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,1650.0,6,3.3297,9.7728,16.6572,20.6851,30.1591,199.6256,656.8273,-2.52,5.5787,2.3756,2.9,2.9,29.87,3.65
429,BDY,AK PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,59.54,6,10.4998,15.4958,24.6631,20.7387,29.9328,,,-2.69,1.3079,15.7662,3.3,3.3,28.55,
430,FIT,FİBA PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,524.1,3,1.4092,15.7844,8.4724,14.3572,29.8925,94.8368,165.8985,-2.72,2.3988,12.3223,1.95,1.95,29.77,3.65
431,FBC,FONERİA PORTFÖY KAR PAYI ÖDEYEN KATILIM FONU,Katılım Şemsiye Fonu,78.73,5,5.8051,11.5806,12.979,14.3883,29.6328,,,-2.91,2.2354,7.6462,3.0,3.0,28.93,1.65
432,RBR,RE-PIE  PORTFÖY BİRİNCİ KATILIM SERBEST FON,Serbest Şemsiye Fonu,6.38,5,2.8135,6.6393,19.1491,24.1742,29.6294,,,-2.91,3.8108,3.4514,1.5,1.5,29.21,0.0
433,ODD,OYAK PORTFÖY DÖRDÜNCÜ SERBEST FON,Serbest Şemsiye Fonu,331.81,6,3.0711,16.5618,21.1873,22.0192,29.5472,153.0772,672.2717,-2.98,1.7849,9.4747,1.0,0.0,28.84,3.65
434,HP3,HEDEF PORTFÖY LİDYA SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,106.92,6,3.0366,7.1197,15.917,18.3963,29.53,,,-2.99,5.7292,0.5964,0.75,0.75,29.51,
435,CKS,İŞ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,3800.0,6,3.1752,7.7385,17.1161,19.4154,29.4434,,,-3.05,6.0987,0.533,0.6,0.6,29.07,
436,GAS,GARANTİ PORTFÖY ÜÇÜNCÜ SERBEST(DÖVİZ) FON,Serbest Şemsiye Fonu,2400.0,6,3.1424,8.1408,17.1366,19.6723,29.2738,180.4534,636.6434,-3.18,6.2981,0.8142,1.0,1.0,28.88,0.0
